wiki_ID,mov_name,year,month,revenue,numVotes,averageRating
28088306,Forbidden Dreams,1988,12,,581,7.6
35666553,Rajkanya,1965,4,,18,6.8
14177365,Peg o' My Heart,1922,12,,122,6.7
1823165,Speedy,1928,4,,4145,7.6
12253961,Maanasa Sarovara,1982,,,174,8.5
11669128,Big Bad Wolf,2006,10,,2766,5.2
12513913,Custer's Last Stand,1936,,,246,4.6
16685329,Come Spy with Me,1967,1,,90,5.5
25493999,Forces of Nature,2004,5,,114,6.7
26724100,Criminal Court,1945,,,520,5.9
4461885,Welcome to L.A.,1976,11,,1146,5.9
937658,Revenge of the Nerds II: Nerds in Paradise,1987,7,30063289.0,15166,5.1
28934915,Max Rules,2005,,,244,4.7
34750408,Somebody Else's Child,1975,,,360,7.1
26136240,Barda,2007,2,,14444,7.0
23666553,Le Lit à deux places,1965,,,42,5.2
10017886,My Pal Gus,1952,,1000000.0,209,6.7
1220456,F3,1994,,,71,7.2
5660672,I have something important to tell you,2005,,,34,6.6
3123636,The Spitfire Grill,1996,2,12643776.0,7148,7.0
23672283,Act Normal,2006,10,,65,7.7
18921547,The Crowded Day,1954,10,,205,6.4
36060252,Kanmani,1994,7,,10,4.2
26024203,Tora-san's Matchmaker,1993,12,,68,6.6
20034769,"Die, Monster, Die!",1965,,,3669,5.6
329338,The Boys Next Door,1996,,,498,7.3
3562033,Dog Pounded,1954,1,,409,7.5
14277146,Luke Joins the Navy,1916,9,,77,4.3
9362663,Sixty Million Dollar Man,1995,,,2812,6.2
4750168,Blackbeard's Ghost,1968,2,21540050.0,6583,6.8
19096277,Fabian,1980,4,,150,5.7
22912344,"Ocana, an Intermittent Portrait",1978,6,,140,7.1
23839529,The Great Adventure,1974,5,,33,5.8
19951068,The Low Life,1996,,,609,5.9
26273128,Douchebag,2010,10,,179,6.1
18520248,Box Head Revolution,2002,8,,12,5.4
14191753,Three Wise Fools,1923,8,,35,6.0
26284769,Marry Me,1949,6,,130,6.2
23006985,What Changed Charley Farthing?,1976,1,,90,4.1
8935044,Amor libre,1969,5,,12,6.9
21432813,Philadelphia Experiment II,1993,11,,2166,4.5
5102247,I Trust You To Kill Me,2006,,12854.0,327,7.2
25982831,Nocturna: Granddaughter of Dracula,1979,6,,316,4.4
5875250,Mrs. Harris,2006,,,1540,5.9
77593,Blossoms in the Dust,1941,,,2242,6.9
12937434,Pissoir,1988,,,76,6.6
9857969,Cita en las estrellas,1949,,,49,7.2
1413265,Fat Albert,2004,12,48551322.0,12707,4.4
14746698,Income Tax Sappy,1954,2,,377,7.0
12161221,Garden of the Dead,1974,,,593,4.0
12415647,Who Can Kill a Child?,1976,,,7857,7.2
26939387,The Figurine,2009,2,,284,4.4
7601868,Model Behaviour,1984,,,61,4.8
6241297,L'amour à mort,1984,9,,1091,6.8
24711797,Ballad of Siberia,1947,,,114,6.6
13023499,The April Fools,1969,5,,1531,6.1
8592074,The Yacoubian Building,2006,6,,7064,7.5
32726051,Crime or Punishment?!?,2009,2,,125,6.3
14224022,City for Conquest,1940,,,2646,7.2
19637784,Porridge,1979,,,3290,7.2
20297206,Changing Our Minds: The Story of Dr. Evelyn Hooker,1992,,,65,6.9
1716822,Every Which Way But Loose,1978,12,,29309,6.3
23977026,The Mysterious Mr. Wong,1934,12,,855,4.7
13266363,Short Kilts,1924,8,,214,5.2
15810661,Saroja,2008,9,,1501,7.1
21189514,Over da Rainbow,2007,,,18,6.9
32656348,It Isn't Done,1937,,,26,7.2
27818012,The Bolt Who Screwed Christmas,2009,,,28,6.6
28699696,King Klunk,1933,9,,122,6.1
24191738,Corral,1954,,,64,7.4
3824690,The Big Broadcast of 1936,1935,9,,337,5.7
8934687,Amor en el aire,1967,,,98,6.2
24633119,The Other,1999,5,,1060,5.9
2931530,Halloweentown High,2004,10,,8371,6.0
8770943,Moral Kombat,2008,,,77,5.6
11256435,Insaniyat,1994,2,,310,3.0
2107054,The Sheik,1921,10,,3583,6.2
13882169,Shadowzone,1990,,,1274,5.1
34496683,The Man I Love,1929,5,,81,5.4
204839,Lost Highway,1997,1,3675201.0,150038,7.6
32151409,Assa,1987,,,3044,7.7
2931524,Halloweentown II: Kalabar's Revenge,2001,10,,10343,6.3
28967923,The Flesh and Blood Show,1972,10,,1109,5.4
27432752,The Master and Margaret,1972,,,755,6.2
35524432,Vilayati Babu,1981,,,25,5.5
17116556,Natura Contro,1988,,,954,3.9
6673788,Muta Mesthri,1993,1,,398,7.1
22964594,"Selma, Lord, Selma",1999,1,,585,7.1
3507235,Swallowtail Butterfly,1996,,,4300,7.5
18122248,Stay Cool,2009,4,,3575,4.9
29365217,What's Wrong With Virginia,2010,,12728.0,2334,5.4
80916,Battleground,1949,11,4700000.0,7689,7.4
706878,The Last Boy Scout,1991,12,59509925.0,109476,7.0
5927723,Interface,1985,,,178,3.6
26362462,Street of No Return,1989,7,,582,5.6
5842075,Fear and Loathing in Las Vegas,1998,5,10680275.0,296466,7.5
9391313,Fly-by-Night,1942,1,,363,6.5
73585,Man Bites Dog,1992,,,42985,7.4
13405420,The Battle at Elderbush Gulch,1913,11,,899,6.1
15247877,Esperando la carroza,1985,5,,7071,8.0
34543328,El Yazısı,2012,3,,622,5.7
32473472,The Young Girl,1975,,,116,6.7
23245328,Missing Lynx,2008,,,1240,5.2
23968034,Annarth,2002,11,,161,3.0
11399740,Le Cerveau,1969,,,4271,6.8
1623051,Cypher,2002,,,31857,6.7
21371379,Frankenstein Island,1981,,,1276,2.0
5192298,Who Killed Who?,1943,,,1045,7.4
1580932,Staying Alive,1983,7,,17181,4.7
24390203,The Good Student,2006,1,,1552,4.8
33746439,The Black Velvet Gown,1991,,,645,6.9
31026715,Juárez y Maximiliano,1934,,,19,7.2
19742300,Aerial Gunner,1943,,,356,5.6
7903679,Don't Ever Leave Me,1949,,,100,6.5
33268309,Back to Your Arms,2010,11,,268,6.8
11140719,My Dear Marthandan,1990,8,,117,6.1
4986369,Rupert and the Frog Song,1985,,,336,7.7
25919393,"40,000 Years of Dreaming",1997,,,160,6.8
11294868,Year of the Fish,2008,,,295,6.4
23315198,Drishti,1991,,,105,7.2
9186114,Nasib Si Labu Labi,1962,,,69,8.0
13056156,Everybody's woman,1934,,,960,7.3
31159267,The Hound of the Baskervilles,1932,4,,53,6.2
8860418,Heaven Help Us,1985,2,,4871,6.9
24776171,The Big Idea,1934,5,,147,5.4
26481708,Yakshiyum Njanum,2010,8,,105,3.8
4430264,The Best Intentions,1992,7,,3420,7.7
24987301,Crazy Heart,2009,12,47405566.0,93381,7.2
23700062,She's a Sweetheart,1944,,,48,5.8
76395,Topaz,1945,,,90,6.3
15886132,The Wives He Forgot,2006,9,,339,4.8
31213331,One Sunday Afternoon,1933,9,,694,6.4
25992458,A Wicked Ghost,1999,,,296,4.8
20581312,Parchhaiyan,1972,,,13,6.8
9260315,Message from Space,1978,,,1596,4.8
31322583,Pole Poppenspäler,1954,,,14,6.6
28373963,Útěk ze stínu,1959,3,,10,5.8
3044228,Masters of the Universe,1987,8,17336370.0,43277,5.3
739821,D.A.R.Y.L.,1985,,7840873.0,13735,6.2
13882867,South of Pico,2007,,,471,5.5
2569794,A Show of Force,1990,5,,842,5.3
4901623,Dirty Ho,1979,,,1340,7.1
19400316,Teacher's Beau,1935,4,,213,7.3
1412856,Lamerica,1994,9,,2350,7.4
7208007,The Perfect Crime,2005,8,,12820,7.1
24510690,Rang Birangi,1983,4,,598,7.2
2330126,Bionicle 2: Legends of Metru Nui,2004,10,,1901,5.9
33952827,The Piano in a Factory,2010,,,1500,7.4
3763775,Container,2006,,,960,4.9
15290813,The Dark Tower,1943,10,,435,6.0
24017608,Candles at Nine,1944,,,142,5.7
18405871,Red to Kill,1994,,,839,6.1
5101743,Mr. Brooks,2007,5,,154783,7.3
8841918,Bulat-Batır,1928,4,,13,5.2
26762451,White Slaves,1937,1,,23,6.1
8417189,Jean-Philippe,2006,4,,2007,6.1
15041365,The Rustlers,1919,4,,42,4.1
6430372,For Me and My Gal,1942,,,3751,7.0
34034260,Confessions of a Police Captain,1971,3,,1685,7.2
14908305,De Scheepsjongens van Bontekoe,2007,11,,886,6.3
31259122,Mr. Theertha,2010,6,,88,6.7
73405,Civilization,1916,,,401,5.9
286852,A Kid in King Arthur's Court,1995,8,13406717.0,6620,4.7
6789650,Moolaadé,2004,5,,4088,7.6
20667117,Man of Conquest,1939,5,,180,6.1
1640736,Saw II,2005,10,147700000.0,270626,6.6
24388866,Eeram,2009,9,,1746,7.6
24531111,Trouble at Melody Mesa,1949,7,,46,3.4
20278649,The Cry of Reason: Beyers Naude - An Afrikaner Speaks Out,1988,,,31,6.7
23214089,The Green Hornet,2006,6,,116,7.0
20478345,Muscle Heat,2004,,,294,5.1
12160078,Town Creek,2009,,,12784,5.3
2866253,The Hereditary Defective,1936,,,21,5.1
23532942,Command Performance,2009,,,3452,5.5
5215972,Our Town,2003,5,,474,7.7
25342247,Twelve Men of Christmas,2009,12,,2546,5.5
1494502,Red Planet,2000,11,33463969.0,59444,5.7
25301290,Winds of September,2008,,,706,7.2
31275148,Home Before Midnight,1979,10,,278,5.8
89818,The 13th Warrior,1999,6,61698899.0,130086,6.6
12574743,Rock Hudson's Home Movies - Rappaport 1992,1992,,,514,6.0
15442575,Lodge Night,1923,7,,50,6.5
8605430,Titli,2002,,,542,7.8
4707517,Page 3,2005,,,7031,7.3
2177019,Hubert Selby Jr: It'll Be Better Tomorrow,2006,,,329,7.4
25175907,Honeymooner,2010,,,121,5.8
6034754,Automaton transfusion,2008,3,,2426,3.7
7973479,Pick A Star,1937,,,533,5.5
2371977,Garfield Gets a Life,1991,5,,465,7.1
26688399,Memorial Day,1983,,,72,6.8
7758165,Pullin' the Devil by the Tail,2003,8,,32,8.4
13678663,Dil Bechara Pyaar Ka Maara,2004,,,62,5.3
33612606,Playing House,2010,,,562,4.1
26922,Shell Shock,1964,,,71,4.5
5491467,"L'Arbre, le maire et la médiathèque",1993,,,1685,6.9
9379337,The Last Word,2008,,,3244,6.2
4541145,Deewane Tere Pyar Ke,1997,11,,24,6.3
31462588,Moonrise Kingdom,2012,5,64466140.0,362657,7.8
28212637,Taxi,1996,10,,929,6.5
30334449,Pearl Jam Twenty,2011,9,,8105,8.2
3332816,Kasoor,2001,,,1097,6.0
27585434,Running in Traffic,2009,,,97,7.9
8323362,The Rats,2002,,,2182,4.9
35131222,A Fairly Odd Christmas,2012,11,,1003,4.3
19499364,Højt paa en kvist,1929,12,,29,6.7
13527119,Joy Division,2006,,,991,6.0
31206824,The Fab Five,2011,,,1220,8.0
3746837,The Comancheros,1961,10,,9810,6.8
3594430,Take Care of My Cat,2001,,,2551,7.1
16714097,The Tell-Tale Heart,1941,10,,968,6.7
165751,Come Undone,2000,,326484.0,5231,6.7
12809766,Hwang Jin Yi,2007,6,8511147.0,578,6.3
31304691,She Loved a Fireman,1937,12,,208,5.2
13914001,Facing Sudan,2007,,,11,7.6
17397181,Yesterday Girl,1966,,,1038,7.0
11825592,Bilo jednom...,2006,10,,10,7.8
23242671,Betrayal,2003,,,1045,4.3
27380172,Elaan,1994,,,931,5.1
35566533,In the Fog,2012,,,3291,6.8
3824703,The Big Broadcast of 1937,1936,,,378,6.0
3448715,La Carrera Panamericana,1992,6,,78,7.7
31133228,Keli,1991,,,124,6.8
19587474,Padamati Sandhya Ragam,1986,,,330,8.1
30355104,Kill Keith,2011,11,,304,3.5
30172991,Dancing Co Ed,1939,9,,528,6.3
20581403,Double Cross,1972,,,37,5.0
32456593,An französischen Kaminen,1962,,,10,6.3
3657604,The Defector,1966,,,799,5.7
73439,Duck Amuck,1953,,,9232,8.6
19591830,Master Harold...and the Boys,1985,,,307,7.5
28158812,Kate Plus Ten,1938,8,,68,6.0
2450828,The Trouble with Men and Women,2003,,,130,4.9
26177659,A Nice Girl Like Me,1969,,,84,5.7
30270343,Lemmy,2010,,,8521,7.8
15440115,Our Gang Follies of 1938,1937,12,,387,7.1
12742325,Kamen Rider Ryuki: Episode Final,2002,8,,180,6.9
28113610,Sri Shirdi Saibaba Mahathyam,1986,,,108,8.4
145640,The Gospel According to St. Matthew,1964,,,13364,7.7
10554986,Tubby the Tuba,1975,4,,131,6.2
15086146,Tiefland,1954,,,457,6.3
1463335,Lemonade Joe,1964,,,2982,7.4
12122757,Monte Walsh,2003,1,,2971,7.0
22053066,Crazy Horse,1996,7,,485,6.3
35461495,Murder in the Fleet,1935,5,,248,5.5
17289439,The Pirates of Penzance,1983,2,694497.0,3801,7.1
4539387,Buffalo Bill and the Indians,1976,6,,5150,6.1
34746224,Drama,2012,8,,547,6.9
12170539,"Leisurely Pedestrians, Open Topped Buses and Hansom Cabs with Trotting Horses",1889,,,471,5.0
31586197,The Muppets: A Celebration of 30 Years,1986,1,,321,8.2
594105,Mr Deeds,2002,6,171269535.0,150115,5.8
5083422,Battle in Outer Space,1959,12,,1465,5.7
2439396,Nacho Libre,2006,6,99255460.0,92079,5.9
33100038,Riders of the Whistling Pines,1949,,,229,5.6
3227350,How to Swim,1942,,,1204,7.0
9992994,La Mujer de mi padre,1968,,,67,5.9
16823471,National Lampoon's Pucked,2006,2,,1190,4.0
28226679,Bowery to Bagdad,1955,1,,391,6.2
8526754,Carrie,2002,11,,11241,5.4
1839694,The Legend of Suriyothai,2001,8,,1968,6.4
19995077,Life Show,2002,,,282,7.0
8064530,Border Warz,2004,12,,33,2.6
1684625,Lords of Dogtown,2005,6,13411957.0,57277,7.1
13261540,Jigyaasa,2006,3,,283,3.8
28462394,XX: Beautiful Beast,1995,9,,103,5.7
36182585,El Presidente,2012,12,,135,5.8
595909,A Cry in the Dark,1988,11,6908797.0,11020,6.9
4664724,My Reputation,1946,1,,1766,6.9
31301713,Sahara,1995,4,,3464,6.7
28069565,Daadagiri,1997,8,,38,4.7
3383318,The Foreigner,2003,1,,7231,3.4
4043272,The Gong Show Movie,1980,,,916,4.3
25084664,Babies,2010,5,,7384,7.0
8436645,The Fuller Brush Girl,1950,,,968,6.6
23687657,Les Miracles n'ont lieu qu'une fois,1951,5,,100,6.7
29749515,The Last Tightrope Dancer in Armenia,2009,,,44,6.3
6964613,Lancelot and Guinevere,2000,,,605,5.7
17144117,Robot Rabbit,1953,,,435,7.2
20600086,Pink Outs,1967,12,,188,6.6
28374722,Effets de mer sur les rochers,1896,,,31,3.5
1475531,Turtles Can Fly,2004,9,,20441,8.0
26166877,Sunday Light,2007,11,,359,6.3
28149630,Muž v povětří,1956,1,,30,5.9
8288167,I Love You Again,1940,8,,3721,7.4
29823202,Vestire gli ignudi,1953,,,14,5.1
34870920,Saino,1987,,,24,8.0
23389321,Such Good Friends,1971,12,,665,6.0
8867930,Fuera del cielo,2006,,,541,5.7
3476178,The Cave of the Yellow Dog,2005,,,3495,7.5
31844786,The Great American Broadcast,1941,5,,285,6.6
28379511,Příběh dušičkový,1964,12,,38,7.7
10932698,The Blob,1958,9,,28677,6.3
3018980,Thoovanathumbikal,1987,,,4376,8.6
1795303,Water,1985,,,2601,6.0
11022379,How Tasty Was My Little Frenchman,1971,,,1139,6.7
8514531,The Substitute,1996,7,14818176.0,15152,6.0
1446134,Carlton Your Doorman,1980,,,75,7.2
9252321,"Come Back, Africa",1960,,,350,7.1
29823514,Torpedo Bay,1963,,,97,6.0
5226194,Raggedy Ann & Andy: A Musical Adventure,1977,4,,1008,6.6
32884037,The Adventures of Algy,1925,,,6,5.4
27195082,Force: Five,1981,7,,539,5.0
31232694,Cloud Atlas,2012,9,12161038.0,370446,7.4
28999287,Bully Dance,2000,,,47,7.1
3213541,The Virgin Queen,1955,,,3015,6.6
5451260,The Las Vegas Story,1952,1,1200000.0,1578,6.3
33828691,Downfall,1997,9,,162,6.4
11584493,Fíaskó,2000,3,,454,3.7
19882636,The Heart of a Nation,1943,,,135,6.2
28714894,Nour Minel Samaa,1947,,,10,5.0
9970689,Rules of Dating,2005,6,11016544.0,575,6.3
11242206,Stitches,1985,11,,377,4.1
16993249,Three Women,1924,10,,217,6.5
28692590,Mirka,2000,,,352,6.4
14615011,After Five,1915,1,,24,4.0
26164871,3 Nuts in Search of a Bolt,1964,,,221,4.7
461563,Deep Throat,1972,6,,6966,5.0
19379236,Wendy and Lucy,2008,12,856942.0,19401,7.1
2217387,The Yakuza,1975,3,,10111,7.2
35445367,A Sister of Six,1916,10,,27,5.4
31538401,Biyer Phul,1999,1,,59,7.5
12468201,In the Soup,1992,8,,4203,7.1
818234,Judgment Night,1993,10,12136938.0,18207,6.6
9451117,Episode of Alabasta: The Desert Princess and the Pirates,2007,,7090891.0,2041,6.8
5710515,Santa Claws,1996,10,,735,2.9
1275719,Vampire Hunter D: Bloodlust,2000,8,,34680,7.6
12078778,Corps a Corps,2003,4,,775,6.0
242301,Deadly Weapons,1973,,,1333,3.8
30035318,Terrorism and Kebab,1992,,,3141,7.7
473260,The Business of Strangers,2001,12,1028337.0,3812,6.3
27667948,Stanley Park,2010,6,,68,7.3
2981371,Aha!,2007,,,322,7.4
7287661,Alluda Majaka,1995,2,,403,6.1
14290680,Black and White Swordsman,1971,9,,21,5.5
31078978,The Sport of Kings,1931,2,,37,4.4
1958642,The Night of the Generals,1967,1,,8585,7.2
24666735,American Faust: From Condi to Neo-Condi,2009,,,26,8.5
1672187,Autumn Leaves,1956,,1100000.0,3040,6.8
22645755,The Longest Summer,1998,,,469,7.2
4042051,I'm from Hollywood,1989,,,549,7.6
6935978,The Rounders,1965,,,1875,6.1
31631257,American Reunion,2012,4,234736898.0,221400,6.7
28423903,Bruce and Pepper Wayne Gacy's Home Movies,1988,,,16,5.2
29667058,Yummy Yummy,1994,9,,119,6.8
18890732,Flame & Citron,2008,3,,19622,7.2
3748765,Legal Eagles,1986,6,93151591.0,11889,6.0
23969059,Raju Bhai,2007,5,,845,4.9
5083430,The Adventure of Sudsakorn,1979,4,,28,5.1
7875638,Saippuaprinssi,2006,,,680,5.3
21820843,Le Premier Cercle,2009,3,2226117.0,3530,5.4
35944775,Crooked Arrows,2012,5,,2068,5.9
4179770,The Mighty Quinn,1989,2,4557214.0,6314,6.0
2817162,White Christmas,1954,10,12000000.0,47087,7.5
27947072,Sh'Chur,1994,,,154,6.8
29084714,Bang! You're Dead,1954,3,,186,6.5
31496522,Chalo Dilli,2011,4,,3477,6.8
15397748,Boys to Board,1923,4,,43,5.8
32138141,Malajanha,1965,12,,13,7.3
19816216,Faintheart,2008,,,1156,6.2
21634663,The Cossacks,1961,,,70,6.5
8407902,Devil May Hare,1954,6,,1608,7.5
34263327,U.F.O.,2013,1,,3665,3.1
17176612,Andhi Gali,1984,,,19,5.5
1682871,Little Buddha,1994,5,4858139.0,17640,6.1
14503791,Adventure Island,1947,8,,218,4.7
10931554,Angry Guest,1972,,,208,6.0
654742,Jimmy Neutron: Boy Genius,2001,12,102992536.0,37200,6.1
34037650,Calzonzin Inspector,1973,,,205,7.2
27669486,The Legend of Frenchie King,1971,12,,1291,5.2
2175294,A Tiger Walks,1964,3,,388,6.2
2478900,House of Games,1987,10,2585639.0,23514,7.2
15395273,Jawab,1995,1,,63,4.3
18357447,Crying Ladies,2004,,,278,6.7
28373969,Jak se Franta naučil bát,1959,,,15,6.4
18848181,Tweet and Sour,1956,3,,296,7.3
30467227,Manonmani,1942,,,5,7.0
35772169,Flying Gold,1932,12,,18,4.3
23091877,Abgehauen,1998,6,,45,7.3
1277078,Surrender of General Toral,1898,,,37,5.8
26296521,"McDull, Kung Fu Kindergarten",2009,,,435,6.3
1075838,The Life Aquatic with Steve Zissou,2004,11,34808403.0,207597,7.2
464724,Spanking the Monkey,1994,1,,6651,6.3
34812642,Sepolta viva,1973,,,70,5.6
1271405,Lust in the Dust,1985,3,727639.0,3799,5.9
5977810,Black River,1993,,,11,7.0
8100967,Tom thumb,1958,,,2786,6.4
26009166,Golmaal 3,2010,11,,9281,5.6
9662019,The Bengali Night,1988,10,,342,5.9
33159887,Prem Pratigyaa,1989,5,,345,6.4
31012070,Meseautó,1934,12,,704,7.5
4679340,The Airzone Solution,1993,,,202,4.9
3732547,The Great Morgan,1946,,,201,5.2
24755786,Charlie Chan in Panama,1940,,,1482,7.1
26610335,Wrong Rosary,2009,,,2723,7.0
8447914,The Wild Dogs,2002,,,188,6.7
15499614,Ma tante Aline,2007,,,106,5.4
10599304,Dushmun,1971,,,246,7.4
16770876,Max Payne,2008,10,85761789.0,129042,5.3
3931502,Akeelah and the Bee,2006,4,18948425.0,21248,7.4
11141955,Neela Malargal,1979,,,41,5.2
28807403,Die Fledermaus,1963,1,,138,5.7
28947153,Just Another Love Story,2009,,,211,6.9
36392801,Notte Italiana,1947,9,,190,6.8
28113191,The Divided Heart,1954,11,,282,6.9
18715918,Agent 077 From the Orient with Fury,1965,,,184,5.2
31365340,Macabre,1980,4,,3009,5.8
18778120,Crowing Pains,1947,7,,503,6.9
3398681,Don't Look Now... We're Being Shot At!,1966,,,19546,7.9
25407548,Sleeper,2005,5,,401,6.4
28195052,Tinker Bell: Secret of the Wings,2012,,,13659,7.0
26185857,Dostana 2,2010,,,91,3.8
6301488,April's Shower,2006,1,,717,5.0
23691158,Under California Stars,1948,,,354,5.5
29823845,Lezioni di violoncello con toccata e fuga,1976,,,11,5.7
876516,This Island Earth,1955,6,,10494,5.9
10134094,Invasion from Inner Earth,1974,,,732,2.7
4090453,Money Train,1995,11,77224232.0,42532,5.7
2443420,Volga-Volga,1937,,,759,6.6
20903252,Umar Qaid,1975,,,27,5.6
3242749,"Faraway, So Close!",1993,5,,8859,7.2
1270345,Nurses,2007,,,141,4.9
7017644,Still Life,2006,9,,7156,7.3
323412,Rendolepsis,2003,9,,19,4.2
31505989,General Sutter,1999,,,13,4.9
15560266,Marrying the Mafia III,2006,9,,260,5.0
28479046,Byttinger,1991,,,37,5.7
1329088,1941,1979,12,,35605,5.8
7422533,Father Hood,1993,8,3418141.0,3364,4.9
25474608,Engeyum Kadhal,2010,,,879,5.1
2396115,The Garden,1990,,,1093,6.4
37154557,If Only Everyone,2012,,,205,7.2
20518759,Calling All Cuckoos,1956,9,,68,6.5
35284698,Emil and the Detectives,1964,12,,799,6.1
666935,"A Cool, Dry Place",1999,1,,3114,6.2
28479151,Bør Børson II,1976,10,,188,5.2
13368316,Unfolding Florence: The Many Lives of Florence Broadhurst,2006,1,,89,6.9
16773376,Someone Else's Happiness,2005,,,484,6.2
11218181,Man Pasand,1980,,,122,6.5
33075262,The Outsider,1961,,,916,7.3
23302105,The Hole,1997,11,,157,6.3
2583838,Cindy: The Doll Is Mine,2005,5,,241,6.0
31174502,Caballo prieto azabache,1968,,,28,5.9
2774060,Trapped,1949,10,,1571,6.4
18755554,The Big I Am,2009,5,,1309,5.2
35771658,Fantasia 3,1966,,,31,4.8
21917672,Heat,2006,12,15710000.0,1497,4.3
18586624,Desire in the Dust,1960,10,,194,6.0
6557119,The Curse of King Tut's Tomb,2006,4,,2436,4.3
27729864,Ninety Degrees in the Shade,1965,,,309,6.8
25953432,Dui Prithibi,1970,,,29,7.3
7518689,The Hot Air Salesman,1937,3,,145,6.0
2895680,Wondrous Oblivion,2003,,,1242,7.1
25033662,W's Tragedy,1984,12,,282,7.2
17822517,Partners Three,1919,3,,17,5.5
24320501,A Modern Hero,1934,4,,266,6.3
4348164,Jian Gui 2,2004,3,,5039,5.7
31169100,Thanthu Vitten Ennai,1991,,,26,7.0
5080214,A Nightingale Sang in Berkeley Square,1979,,,472,5.7
2982322,To Gillian on Her 37th Birthday,1996,10,4137645.0,5045,5.8
6057501,The Pink Jungle,1968,,,400,5.8
28090203,The Heart of a Man,1959,,,32,4.6
31470403,Esthappan,1980,,,113,7.1
8921890,I Was a Teenage Zombie,1987,7,,933,4.4
24498032,Seven Thunders,1957,9,,353,6.3
27736078,Sarafina!,1992,,7306242.0,2135,6.3
20599957,Pink of the Litter,1967,5,,185,6.9
13979345,Don't Knock the Twist,1962,,,279,5.2
1797645,Beverly of Graustark,1926,,,623,6.6
5993925,Communication Breakdown,2004,,,35,6.6
25473369,The Book of Ruth: Journey of Faith,2009,,,451,5.1
19273689,Hot Enough for June,1964,,,897,6.1
8636654,"I'm a Cyborg, But That's OK",2006,,4642401.0,25486,7.0
23687902,Inganno,1952,,,10,6.0
261023,The Sweetest Thing,2002,4,68696770.0,61461,5.2
9917044,Heroes of the West,1932,,,55,5.4
8703647,The Atomic Kid,1954,12,,362,5.3
11335093,Arjun Pandit,1976,,,79,7.5
1124348,Taxi 3,2003,1,,44827,5.8
16262738,Pink Ice,1965,6,,261,6.1
2383581,Chiriyakhana,1967,,,1085,7.2
1411271,The Return of Martin Guerre,1982,5,,4699,7.4
33270,When Harry Met Sally...,1989,7,92823546.0,234565,7.7
28824266,Mariandl,1961,8,,118,5.7
4908122,A Thousand Acres,1997,9,7928412.0,5740,6.1
61507,Libeled Lady,1936,,,8704,7.8
30606122,The Girl with the Hungry Eyes,1995,,,580,4.1
22858029,Night and Fog,2009,,,582,7.1
2638634,Frankenstein Unbound,1990,11,334748.0,4042,5.4
31279604,Vicky the Viking,2009,9,,3418,5.6
1188399,Corvette K-225,1943,,,563,6.6
3371654,The Killers,1956,,,3622,6.6
35743568,Kiladi Kitty,2012,5,,5,6.0
18627782,What's Cookin'?,1942,2,,89,6.8
35985667,La Fonte des neiges,2008,,,956,6.2
11053868,Ghost Train,2006,,,909,4.9
9051332,Waitress,2007,1,22179430.0,48206,7.0
20528646,Le rose del deserto,2006,12,,445,6.5
12130717,Love Love Love,1989,8,,957,4.8
6060885,Blood Red,1989,,15510.0,951,4.0
21311981,Black Soul,2001,,,245,7.2
28807198,Indian Summer,1997,6,,869,6.5
30756568,Capek's Tales,1947,9,,67,7.4
193862,Pillow Talk,1959,10,,18722,7.4
28492508,"Find a Way, Comrade",1981,,,32,7.4
26850855,Der schwarze Husar,1932,11,,37,6.6
34565371,Would You Rather,2012,,,44437,5.7
8335457,Ultraman Mebius & Ultraman Brothers,2006,9,,193,7.2
9693677,The Rape of the Sabine Women,2006,,,27,6.4
8279517,Daughter of Don Q,1946,7,,70,6.5
24409555,A Saturday on Earth,1996,8,,83,7.0
21956736,Eminent Domain,1990,11,,519,5.9
1744708,Margaret's Museum,1995,9,,1376,7.2
13180264,Veerappu,2007,7,,13,5.4
14006186,Timboektoe,2007,10,,1445,5.3
16174644,Shelter,2007,,142666.0,23639,7.6
2484540,Fletch,1985,5,,56633,6.9
973077,An American Tail,1986,11,84542002.0,56876,6.9
4848522,Gorillas in the Mist: The Story of Dian Fossey,1988,9,61149479.0,28597,7.0
28547931,Quincy's Quest,1979,12,,154,7.3
5936939,The White Diamond,2004,,,4876,7.5
35429727,Inch By Inch,1985,,,50,7.8
21076018,Deadly Prey,1987,11,,3362,5.1
7580904,Kadhal Desam,1996,,,559,6.8
1412793,Even Dwarfs Started Small,1970,,,6153,6.7
8029508,Only The Brave,2005,,,904,5.3
10036055,Hydrozagadka,1971,4,,1330,7.1
24199720,The Drifter,1932,1,,81,5.1
7602265,13 Beloved,2006,,,6289,6.7
73413,A Corner in Wheat,1909,12,,2665,6.6
14481268,There Goes the Neighborhood,1992,10,,1217,5.7
14746919,Hot Ice,1955,10,,271,6.8
19712210,Hollywood Hotel,1937,,,794,6.4
13504344,Stupid Little Golf Video,1997,1,,197,5.7
6335418,Harsh Times,2005,9,,67816,6.8
18107156,Mad About Men,1954,,,594,6.4
8681526,Jet Lag,2002,10,,6059,6.1
23848441,Proceso a la infamia,1978,,,13,5.7
5646957,Carpool,1996,8,3325651.0,5178,5.0
8757507,Surge of Power: The Stuff of Heroes,2004,8,,212,3.9
22607311,Overheard,2009,7,,3389,7.1
2572301,"You're Not Elected, Charlie Brown",1972,10,,1840,7.3
12037272,Stars and Stripes Forever,1952,,3000000.0,935,7.1
