control_data,treated_data
308125,171070
309055,34817
455051,454377
121409,199260
177868,422
30604,111327
185769,94102
56269,119973
100634,36891
112675,26924
278771,50936
498694,496550
439070,317774
155743,23146
411369,7630
148452,3519
407098,377536
288020,34725
405027,47027
256376,197716
1863,4225
294799,127547
459503,515061
169103,17742
215422,102036
223234,160770
139030,5815
290478,126894
519176,455502
315544,56923
382172,91001
176103,65836
399028,245150
294724,213174
21184,3681
243735,42430
376231,323468
52634,46971
272012,5667
377684,373889
425062,3166
481150,150132
348136,295388
135688,98488
339102,5656
354630,121164
136145,32941
217654,9373
435052,110510
101906,69318
100215,59672
423562,437657
16246,14356
104088,15438
274596,19660
159863,97370
107501,127600
144634,57743
530013,12106
57064,31493
273103,9440
207632,115784
382258,270453
305449,43419
367678,336133
127498,79714
253756,20790
100654,90055
325912,320361
112507,9673
244642,7805
189997,54084
409748,66541
273525,107012
426978,13064
341954,290289
446739,480420
106846,355
60076,21989
184282,35670
184514,77118
112944,297677
481303,381171
82257,26342
52631,50190
210649,73635
405418,101797
516587,514022
298263,2651
159930,2725
212268,394
270569,178810
105322,6283
167868,48766
303537,119952
457841,44112
144649,65325
349530,100878
458782,24398
388005,196106
36281,17635
84423,63207
484035,254149
151425,144293
352860,123578
434056,28395
112343,30344
216667,44478
254408,53509
412556,101718
185173,3518
251991,128618
395088,81852
148471,40350
398191,252441
133739,7945
186767,281636
207011,246109
185962,194283
348894,82893
331738,44455
267086,132408
193926,37061
437996,108337
216704,39418
185700,134095
300028,94768
295887,50541
1828,100984
368510,289949
352005,281831
57981,204968
446830,417636
297075,287590
246925,373743
472649,33454
190992,3757
160201,40074
399299,105102
250171,477282
359876,129521
167846,34565
170415,102803
331789,453657
285003,13600
35180,73391
179827,103552
60024,90741
486699,34539
65674,4249
8131,1070
350759,35671
72551,103830
49525,11227
339971,292164
307442,42505
96790,13893
343946,179001
263543,105388
159088,72489
165458,7786
196014,3093
55348,7078
427210,254487
163222,143094
266648,122867
196539,46483
78537,34791
110054,5933
130931,55023
167817,45073
13107,94369
251081,7000
322920,171266
50741,31853
43343,16301
190452,134263
377627,395179
401770,30713
165446,128636
119911,8237
295026,121218
394406,122824
114471,28716
214701,36908
363441,311013
393900,37982
398708,131721
216146,152887
146569,63532
166520,42655
294485,296250
352478,28786
145783,2435
244765,288615
51246,30052
249684,5132
246002,314306
273171,11184
123171,19214
376798,197794
275434,34827
97223,402959
159630,47134
33104,416
209477,31132
88139,98588
164179,65522
234501,171246
241114,29925
4389,5839
126914,17732
72541,238823
278779,115714
108957,261943
338641,33046
20065,13351
247664,17999
504151,451168
163183,54573
512690,493457
489049,486938
243819,114
192427,317495
478320,133639
174278,3788
129727,156852
125437,154381
114413,1676
465104,466425
57973,27598
198656,3780
216979,308780
171464,35103
245996,230702
159970,1108
328151,80736
440452,52752
148902,106148
212280,701
309298,36779
61500,14218
218054,123832
320844,248441
346167,142663
390269,16568
202486,789
278740,153642
208714,33724
295958,105066
422554,31612
100678,178617
153705,15246
269647,491388
160881,2843
175757,2193
453520,73742
51958,45267
191567,322248
117458,4363
230090,88015
187101,82637
101953,61593
405047,265829
277837,200951
115138,39219
218487,41403
88840,4996
46312,50752
337559,245795
289695,134122
28920,11283
211041,33916
101878,419409
246431,266
333836,5511
220660,82499
206306,97783
284993,52860
284981,40957
193635,126013
180143,25289
48358,3592
186408,9057
352049,52676
363821,80199
201411,33065
62164,95057
104091,11928
141345,37837
324043,260993
459847,399358
157513,1303
166552,49577
390709,397595
175734,170775
218991,125394
322511,204802
337691,10282
133220,155864
206049,266158
302255,139780
179365,245455
492029,336366
318284,91568
268881,54593
165558,199027
60129,26352
11724,207835
147018,29206
144646,52410
314914,393285
275756,23953
100414,180344
407096,448071
210181,24524
188104,102000
125429,19510
494182,454502
244767,68391
170164,40068
259467,119008
172664,78176
361628,49350
294733,53020
150109,6069
499948,234435
223205,163467
145940,130663
537565,523139
189606,129278
52609,42836
60133,37559
520721,537432
112932,71840
53886,14935
527918,404241
61326,6577
154969,67322
138981,34059
275322,249971
289874,58326
307494,187796
527540,147180
219604,95368
528038,11270
379346,37287
128862,8723
88945,27881
156782,33015
162831,3195
283403,7886
394009,372642
145680,19223
325952,41450
446950,302869
386274,300542
88162,98546
178050,6267
228816,193935
163080,96867
278547,156847
465073,370520
329078,351034
289512,215573
150835,60237
241856,190805
394425,19791
185047,32213
147313,29988
184866,38059
443972,435446
501710,371358
201572,150570
151891,2539
215415,104976
320288,173097
368855,34952
494483,458482
194614,37976
322051,44924
331933,21271
367761,16894
440604,473557
129745,60438
365045,257924
184865,171715
536584,496582
146363,92784
389089,218258
497519,443552
166540,68278
7258,11280
245603,109282
100642,90073
110045,5847
210154,13520
258054,307962
397834,91587
18311,14391
495564,311794
115137,2189
21239,340764
177248,19834
339175,87937
386929,20430
128371,93428
82242,23029
284422,2468
297765,69326
309712,331135
20106,17570
122441,44093
509966,500230
104599,177731
248153,14457
381666,169010
296861,37809
113564,73839
224462,16684
137851,224240
68654,17413
411330,19251
385964,197763
492222,26074
159994,2714
361516,99846
235609,209
197356,59455
248125,374913
268514,201860
31929,6905
130203,130043
202393,34240
497635,478519
500829,137299
200271,155283
145155,9416
271046,370539
332549,454528
63916,12284
96101,88975
137545,74144
159913,131314
198699,300555
279647,254319
251242,49472
263491,80367
141308,114254
407538,95449
54517,62105
231026,128145
175379,129382
455766,28764
423924,44276
353603,208091
88930,27951
332278,171673
218824,230223
352552,77894
466885,9864
56241,46974
148425,19391
266925,74343
132418,14179
205134,136839
22193,4853
242383,169574
455160,472365
254411,9407
211945,3612
501784,476920
372432,376860
325575,274231
379062,139892
131452,24764
168974,65013
195741,218161
345757,98044
306394,160421
304183,234467
179351,215628
237639,15066
331453,82863
287494,23276
384655,19281
325832,43143
383350,138883
388207,10122
396689,486270
411534,372778
299486,30571
163186,54580
189410,29447
484697,490273
417462,54786
144093,63595
488122,490229
272617,74598
312575,208597
101016,46504
362754,144315
31039,114158
256172,86910
101232,114022
132131,162127
370791,324243
451451,337913
141213,125589
171174,265733
207617,230892
483862,57307
240472,75375
500706,60949
176899,20028
175701,45943
226484,26657
499291,473671
243291,52109
262825,367838
377634,232029
405545,402598
63918,66905
185051,737
60042,53686
317336,54248
222394,307928
42772,2314
358180,366867
76669,5019
464418,271464
434188,254450
412045,356970
337119,274249
146547,24500
302620,88899
145645,19444
522790,2306
180233,263869
330106,43501
115044,58137
144586,45703
443968,464401
271672,169363
110171,30176
239582,38033
104588,22828
244193,200656
369327,111192
136634,141
144942,12504
311933,31733
414983,115356
233018,51165
282390,109206
125454,45341
287498,171157
518562,336422
327013,149710
234238,23669
434901,35686
166073,79796
197015,334122
218738,165782
246926,323797
343355,7125
20903,105702
209363,91895
141802,146251
270577,178787
341994,28350
187932,113145
302983,34024
251866,79071
520648,489358
495264,369088
65782,311625
340180,115803
537080,53186
363447,318836
110010,97720
290636,131779
96133,26202
89189,49693
48334,3600
240918,73478
289276,168690
164560,162077
310182,247757
175538,24340
127680,10957
36271,6079
434278,462694
195891,55902
477816,111428
485378,379544
81564,3775
368502,435433
353348,248459
245745,324937
268837,75826
226669,157580
514871,382120
528634,447874
175650,264639
209387,9604
144481,64456
214672,56168
347020,139829
158468,167633
481774,199870
195731,22944
478653,466478
262822,118597
505875,443665
441569,274238
330018,216518
277664,18393
225101,157143
243734,103820
312109,157090
327787,229000
413712,469065
210640,58809
449523,52757
428627,230705
169233,23722
184773,144717
228515,104481
54202,25399
56235,34782
129232,35073
339387,133805
416183,55985
526756,504551
289231,168650
160996,20809
137130,56805
421685,129352
317289,54245
34724,30789
265990,106603
146001,49279
397903,11516
202571,171079
240405,168812
158858,3654
436947,444290
96182,72375
514378,373811
411373,1554
313400,9
191086,355967
48344,37767
88912,27961
140063,62284
172906,88990
467862,15121
229081,13721
527022,297341
274384,188673
163057,37097
265005,6019
105949,127595
477657,476981
350241,277538
455770,19464
52037,40490
395401,124932
423491,50436
194632,6315
250498,177785
477313,42936
88962,165904
98139,25523
142147,271339
152256,143770
149471,7233
427633,195992
322941,72040
42781,4417
503985,485540
353205,307994
145186,151846
317292,54246
295165,89756
251250,104400
373116,106269
131950,98791
132067,99376
159896,168627
476681,1904
192184,158305
309052,34820
273636,68969
317249,28885
356529,83974
152555,6465
180501,149671
443938,431113
332088,125108
88213,68071
322179,172979
259809,62987
261981,43135
295518,12875
171570,151854
245751,297211
356544,17678
119217,199139
251281,196839
40870,29655
169076,38097
61382,33735
82584,117294
56247,37854
88936,27876
40211,21324
296807,99644
465083,450947
240012,115606
367536,220244
515279,468310
159102,37436
69225,51781
147314,23905
40271,358619
43364,3007
282621,105063
452356,451137
116948,65878
146550,68771
215317,89088
298405,204726
436959,409455
115073,65914
304729,163999
100830,19710
374193,17502
91460,878
153055,71624
182516,1696
395122,174272
296776,129354
209832,76963
207612,160345
191997,17484
234155,70640
492020,490889
292329,81041
176314,235704
151528,49900
165532,34237
411533,382085
212752,84489
220283,33616
246961,416251
325830,64498
273515,6652
160915,7959
116996,113759
206406,70931
105970,130379
181909,9339
399572,94744
168567,29285
435971,3200
19893,4203
303264,47687
273955,45770
136284,65965
92575,8805
194743,108026
280816,300448
160872,5229
236547,70318
141163,132937
270629,58251
179712,17618
291085,151819
355363,240166
13391,105704
258999,200182
339386,393237
218839,195261
40618,7421
192930,47062
510945,406021
179589,23819
440066,186628
481685,340984
163167,491419
205145,68924
60136,14211
278830,268007
182403,10008
240909,139595
248329,64540
76278,3029
508243,529606
141357,75624
169660,87411
207148,278014
61274,3679
499027,336393
176266,94103
187822,158023
289385,281980
507465,261846
222430,248446
31967,56519
407533,78463
98136,25573
40585,3285
485444,448464
390294,16578
454891,14339
217802,28472
246916,416211
309584,230845
377145,405267
248864,4137
510053,420096
311965,373156
176350,199789
409853,455877
476895,450914
227870,63268
114453,90394
303760,31197
476889,466560
342169,3009
474543,436274
200790,19395
104594,64423
249860,147058
155007,247809
279977,10450
269125,94177
385735,138334
203402,18282
241074,168813
501819,501562
147321,53936
194572,36547
232647,95439
266580,56511
322816,269363
281136,33979
481759,373847
323055,248411
430736,392892
283647,281998
130766,19286
36509,20125
63914,129207
85906,17658
338914,26071
387186,341619
442659,101625
274937,179639
394802,461733
151100,66821
284237,438753
438317,405276
182450,9907
509061,448842
22184,2754
192744,5446
268730,1945
382801,141782
277379,74385
81462,6210
210196,24405
422705,398314
184148,22602
299068,193498
174293,8451
257757,62118
48597,91961
452387,475280
137116,74037
217907,49694
368572,92039
455070,12098
367267,85812
219404,135096
329066,345201
76083,5808
405653,377538
320843,248437
1810,100974
163489,56732
159477,4025
310824,388731
517213,278623
299649,48177
155080,14674
202594,12971
246006,155558
97113,30415
362384,269352
314035,3542
299419,359
148929,33637
184149,110853
495248,371966
160981,34382
178959,157144
320029,29103
208616,84122
105994,127529
262388,23137
175366,19350
370245,9965
80688,1473
223907,32948
192509,79433
497675,197945
462776,6060
492024,476029
176461,63832
55323,2329
157475,29145
339526,99526
246009,225038
423411,138728
291123,246181
252500,1467
122218,132752
165329,157718
182449,35429
33794,10589
327579,267387
250172,504625
172903,88987
369345,233359
137144,1105
170111,14261
346100,99513
344456,33282
337542,245793
23556,79088
179225,858
194272,300740
471607,263918
465064,370545
298380,204696
20158,2862
33097,461
63695,11455
144544,103844
145849,38364
286947,254146
160002,1132
242457,117389
175232,4208
269656,20256
148947,27345
276006,157318
353417,12817
54188,58525
156982,54071
222174,22436
170969,18055
199389,179611
174612,196502
216295,30975
190826,6403
227485,234
265097,307842
331787,373912
132526,37018
184109,66834
101936,109835
110468,426
415821,450740
20116,20140
89982,5868
105969,127552
216742,77865
237242,8750
306185,297698
61287,14010
157119,21888
327450,67353
110462,95858
381591,232037
416478,412773
330533,4533
315182,161264
425884,35523
455026,484128
115585,44531
400475,313372
212221,83725
98446,5508
380459,430572
148886,94157
96158,23872
174304,77070
96163,21964
167125,15805
54945,59769
289978,197127
450331,298772
286610,10025
146517,5012
192670,42062
516635,513990
422371,254143
404326,276145
312017,393399
413478,372591
461881,292890
115043,75072
89786,10786
131479,119048
60075,42632
386233,130398
401397,197923
487377,479766
261641,7848
89973,66986
341837,278677
31154,52151
241112,196355
247653,18005
105902,5738
389966,66936
459360,38302
356468,241420
304934,62282
485706,455661
305958,125587
521031,502900
88337,74393
106055,108370
427122,462543
41486,37
151720,15306
156350,91969
343339,76396
230452,187260
60013,37566
253744,3471
223355,71094
162028,1294
305207,84109
263260,534964
335306,104023
208622,57685
285771,6556
356894,254602
218718,177348
216753,324231
75422,35285
241871,285941
431368,521846
62170,108115
409204,350196
378364,154433
381619,232044
261716,138277
487369,373808
363824,80127
241937,1567
104191,65911
275566,47087
391999,3460
269468,6836
106572,54312
188728,6234
407071,378462
405235,82502
319134,243585
111856,46502
328543,131066
230745,104447
60019,35263
335335,462542
19116,13265
335651,302452
327784,355096
188816,6239
222372,311018
117014,166102
484285,132319
339854,30106
222042,1569
205930,131784
493394,250760
244650,59889
106038,187131
370750,341592
249226,51053
62487,17782
367654,91607
68656,53520
185138,426435
429820,188745
83161,115158
497142,527072
88201,12707
100656,13869
179099,8213
239643,154909
327442,37662
300016,22738
313405,386
306054,91039
106128,147023
63665,7029
481346,440796
209621,32956
420293,13925
339590,284828
176741,75796
445001,340924
241934,208277
536841,35512
148460,19445
257140,155302
223440,54107
424031,330489
146651,45206
197026,312058
213041,95708
211249,30545
452505,330457
94204,13255
130710,24749
223183,85191
179283,67124
358161,374684
128409,62880
494561,370312
269608,7865
91815,25875
263991,212163
531076,279882
4751,30722
356410,273308
430790,496594
501048,396910
96980,33834
234150,89467
487904,429646
270591,97368
207168,268306
167286,128667
527371,366868
258172,208079
455818,73602
514620,513993
179373,77913
203005,73012
110003,97684
158544,445702
278883,270840
483833,446322
244847,7680
180445,22438
485634,8157
333210,45617
259550,29706
270635,43494
164586,75006
312022,343301
451694,507075
21742,65285
379884,17455
200722,19454
97901,83589
248164,317771
314654,6168
415634,43905
61434,22947
494965,385374
246948,228982
460392,455648
63907,9624
337421,370298
8140,76767
25362,87909
430812,468729
377635,409952
281743,37802
396691,232034
112987,30266
442894,404799
148971,106188
498590,61679
278234,25693
240891,369595
428733,321444
215389,3330
192460,10603
360972,196949
487366,483071
312732,61607
100427,19861
106060,195189
310813,230742
113521,42631
24610,4108
180142,62521
193414,28250
488078,340859
102654,340710
504264,443535
150662,79216
309498,3128
278776,264445
266660,1891
127652,374153
408487,384036
178660,43011
496778,451144
447003,68092
441499,328668
97629,566
156468,9637
308379,8583
514840,11318
337468,404371
409192,397973
76696,41691
312548,204981
512912,291267
465118,466488
452381,447146
227637,151827
212367,212896
162219,189508
118850,66970
169276,5598
227261,82492
351181,25415
293622,83769
65774,26180
198404,108773
377682,81847
210082,91584
500694,2930
278806,264421
339325,108690
328494,64651
209744,3108
477689,477031
293587,1895
145762,3176
366898,90995
180044,2309
382606,350235
201429,6728
278850,268261
113530,74318
305478,52680
369341,1427
220688,12877
200229,155171
116202,54789
303320,35654
198434,30118
358509,110881
507936,410991
267550,86052
411515,14176
363744,37945
100232,8519
139029,4579
514377,491016
100189,30514
156060,131402
253313,181118
275988,73009
123306,66080
307187,26314
146839,33846
114487,27379
469256,469052
76232,19975
177508,60706
295641,293718
393833,366
286548,40532
414767,387039
474604,10834
153006,81939
142254,80072
217656,9374
310812,111163
271043,334114
206814,49658
263206,8416
59560,63772
173959,335885
81573,149990
290619,154542
459520,533224
511253,316301
420624,58442
454683,486261
489468,75973
151413,35271
307687,83741
352275,245916
251102,73095
427050,459932
178016,9942
297087,346886
126525,17807
100789,61
489032,455475
101250,107791
229785,255335
68667,52150
208887,24858
268595,72056
207054,137925
146844,19398
148422,3503
385874,297986
436996,411165
494921,408030
319337,31269
266436,114212
42749,6255
315713,31103
342075,13848
342752,22169
413859,39746
489242,413971
320287,204424
334344,35239
292563,235886
350240,318824
192987,26282
262721,123168
52942,351973
422711,495610
101227,51160
434298,472641
533595,14744
251261,196836
175696,162652
407416,358581
65499,211748
231770,13961
163525,11476
284434,12554
76094,38029
99586,6518
170244,15601
176309,208114
514733,458435
40237,240086
380120,319752
246534,19866
177876,138877
76256,47597
182586,40456
213343,62814
371668,22239
209248,159064
67446,55934
237981,39348
117463,1682
269169,169594
275374,237069
323943,309281
273118,86509
62173,65946
150024,168999
336733,182648
162197,1077
333488,17079
527109,492831
295524,29853
177260,23638
186779,52392
289585,122823
413711,392872
116732,55706
158147,194791
485038,381176
59596,67403
251711,121527
189577,66745
62160,52313
223696,9483
510141,225070
328751,215690
396266,147403
337433,370308
82601,2216
82857,6343
475526,479580
23202,16873
226480,65982
427198,81870
359228,40929
144085,65025
142939,92820
129980,34970
400108,44449
78538,37816
481331,521457
445366,350715
248685,42813
297777,69346
499947,234434
223901,3822
256129,81903
239444,256579
233947,194294
52968,351934
291339,78830
255646,190767
508710,494282
290237,279301
503600,47099
276289,221903
307497,42517
404077,62154
266128,226893
161119,161917
251733,85048
472983,446282
216735,139867
137125,77002
508990,258132
373674,316246
286955,241342
187873,185244
133219,20749
414973,254459
180167,72003
457084,211798
97067,25968
157844,116269
363419,50725
126538,30098
173941,36670
164253,109615
344320,196112
182464,9967
136814,22964
166172,65124
346438,23026
291883,3587
296639,65837
302069,25422
215380,105014
323091,31479
267024,111162
218085,43554
157116,53248
182166,5964
180041,2442
495881,410975
33086,91471
263764,23758
173790,20235
113464,42638
31322,248
252191,45844
160404,28740
259472,7628
206906,88575
104687,21287
143832,175185
264083,171190
350150,34100
273503,6593
223337,71110
380943,376757
130116,417252
112371,113986
175555,92246
341397,307993
106569,31440
65769,98051
288417,3956
458684,59794
231021,144561
97617,7671
294500,296274
356081,17241
380113,316142
299128,168215
63670,23511
97578,3744
331829,392502
81542,22677
182359,28185
204520,24716
359253,94036
487449,28420
291808,255148
515271,454517
269143,44077
117457,1680
76746,82104
422394,100892
15579,156293
221009,98504
107883,53944
185133,19671
109567,56003
179232,19561
275912,124318
165853,11332
231028,17435
177472,30689
128874,5253
337436,371173
34709,30756
126691,26636
130563,45563
438204,137616
57706,63776
370187,196085
363428,24102
185961,52108
378340,211728
282578,282123
173943,73578
175268,24780
213051,4266
436688,17798
76271,14052
249802,184962
32857,281811
187843,180893
226763,287317
238961,299965
213468,248234
452105,345856
289697,134123
319860,53325
248355,45501
163214,125416
69206,20378
343045,30931
376499,123991
213069,183611
304746,534216
261063,77849
147316,29973
98327,164453
372419,418782
228399,75991
265082,265443
99671,68376
325916,307983
186775,99522
130870,22435
372253,362089
67434,56005
64398,180118
140062,58873
61307,37647
61354,22941
89923,5800
60000,50033
72301,1332
285201,2540
288181,78226
186441,174709
381103,106249
185079,109130
510975,486993
376693,12556
140423,17158
248138,14483
407896,147998
480608,29646
129738,37454
134996,69363
180431,4884
302773,96856
352915,73632
248839,264626
60045,37509
294001,9484
227869,5034
195389,129846
332504,226897
253006,189348
153267,6360
461787,6703
303398,113281
173804,2576
206307,40703
160957,211844
474315,275028
182421,40769
237428,107846
160051,91605
255187,9636
308790,35044
185171,47726
109036,70352
162222,32655
18361,959
157483,1311
98111,1576
60043,41354
307787,64618
412357,11265
471981,464862
239439,58248
142913,75034
152093,18120
423073,419198
400329,369096
284557,90063
130573,265824
227631,216819
379341,372607
15031,75175
200584,5186
207174,41735
82635,4459
287672,247830
160898,9947
438372,232075
82860,36068
470057,48147
373065,458
509824,9016
342151,2999
175946,133139
406712,8650
312857,108503
403917,297874
331728,388425
112735,92868
452563,508967
306473,57500
49115,121433
157235,46605
278155,8437
275528,119014
397415,121760
457567,48465
94198,29899
172866,68684
50730,36372
243943,193939
176354,173069
131608,70092
218424,7988
166194,96054
131932,93601
49086,4291
163357,2337
379333,161199
247699,105174
42261,5755
101885,51754
130833,22366
420706,29374
88080,59898
283729,25060
497220,486958
52591,256524
534677,533228
524180,153110
382879,101644
49374,40894
179336,77901
206483,70944
400371,63628
217823,28658
78614,195049
456338,197997
313751,37937
358991,115785
465066,361069
246989,381474
368514,80710
325193,108336
346387,109804
369954,415516
184862,768
331736,101682
232379,27629
357820,2418
69118,32347
232888,100876
204663,31625
89929,48572
171133,50786
228754,193980
410640,366711
218927,76427
450637,340874
232323,138223
60037,41352
116200,156412
511005,454510
117475,54314
215329,90664
219279,237740
321381,70188
328913,200023
483417,279871
206312,36672
112683,169325
533687,75383
96078,142287
207434,52991
119862,246805
237256,282184
207610,54910
103457,2162
113323,107777
88326,43418
491614,96055
378955,266153
154114,21640
397938,99091
221235,52433
230431,178979
229171,21059
358967,115683
504107,525459
60064,21991
287700,195138
96115,12933
85601,37807
431507,460479
289154,9055
374057,253596
229183,21069
377746,10857
247081,152173
185935,240071
210705,62437
11024,11082
290776,28171
125705,6582
81529,8619
13096,12499
101909,41065
386224,135093
226119,93334
228366,167937
194811,54823
374413,57822
118847,66973
459832,372617
355496,102526
74888,47545
426983,104294
314277,167433
5635,17162
363731,20480
347433,344786
353329,137624
436978,411181
299596,73674
88095,17201
179864,21833
161943,201753
36296,125610
113350,39720
262161,186176
323757,2513
140548,200968
284034,22476
234189,133586
340201,201980
341064,261230
433442,375557
417385,412861
109596,66276
325810,28763
399196,423595
411463,7871
343820,364757
449238,277536
38496,155670
258008,85881
214696,367880
8130,1073
424599,410899
327492,121650
308802,35054
310705,151726
200453,57593
251161,24392
369956,383884
209536,72396
13105,146603
212794,80318
5638,17163
324723,36735
411609,139860
110056,1885
56351,14107
217779,791
252011,128642
14286,59395
501768,511484
263525,3717
240863,35685
52611,46977
82529,266079
60046,30139
69286,17599
322958,75785
218546,6561
187963,571
337653,70593
292502,14105
428885,458489
141338,37081
83169,77039
122422,64482
100681,13826
290559,154361
443194,79214
217697,3768
241800,47501
99620,32842
250049,247314
350644,246771
39109,341590
256938,37402
172574,48712
355208,3478
172697,25922
438088,63510
144578,41579
406365,406159
227268,92819
80677,45184
534025,509180
167866,34589
384628,15375
121604,2507
269650,491430
211639,85503
218572,61099
237257,24905
370365,264628
71510,247760
284692,172278
277246,308148
131624,12157
252001,163901
261086,149538
94443,30295
259324,58176
351441,68244
40940,40931
146567,8006
332205,202780
137164,35269
250802,10017
333839,5553
57959,27578
536214,167663
259466,2013
443255,33399
299310,66300
494218,476023
122252,80770
137797,4630
214684,35007
448301,444353
510786,413944
482010,197850
396687,383144
100192,30519
517330,62707
248761,9764
204025,9892
187835,71772
347136,264418
431650,469779
115862,82539
233330,204823
132654,83547
192421,54764
222793,3187
52539,20924
233597,287582
274696,246675
307596,300680
98445,33372
228820,139946
407078,416499
99673,12934
122549,31664
106989,2820
266139,336375
176143,94701
127495,2167
238876,18728
531419,318697
146565,63505
71526,5982
289336,72189
427079,408167
445019,336356
431644,269960
146496,80115
248912,185854
210824,8253
213977,108999
301963,35901
252532,9710
201003,26143
196874,14730
514604,517816
409209,381878
109929,16825
1864,188307
278878,270126
64860,128609
211637,72462
290668,41901
411481,7808
148953,22875
347133,264604
198260,185190
480146,1430
365388,221686
112875,217416
223447,20676
160875,12435
438081,58961
177450,145431
535606,499435
248844,115709
258005,85880
320245,49251
222391,111154
207390,135487
275404,89744
289308,43672
229627,71475
250184,475948
367954,24789
385022,40190
447068,426569
122361,70943
322306,19927
528620,521330
228203,75355
101254,67407
149494,10905
139526,21952
457091,85882
306898,405279
389976,1886
61408,176390
48569,177709
331751,373888
265255,236007
144037,61955
117539,39722
220690,12874
169708,67383
167854,8512
100684,90043
269567,149941
112370,39726
98612,74289
190446,68019
404526,440912
443979,461220
309841,6130
401830,395695
160686,41313
268883,54597
31964,2187
88120,5745
429951,364808
433770,180014
121622,55462
332518,475228
227262,516956
456349,403584
87614,19156
512882,247328
263236,3106
263143,160235
142156,142470
499724,490854
153084,69880
127944,75577
137073,45301
206407,71327
341796,11217
65475,171194
490201,392933
351807,239575
99667,12932
210821,84198
238991,12637
324561,111655
175738,78371
189857,429131
493302,437623
106076,210331
357963,42701
45473,70410
138384,62781
186464,9030
249065,19921
447005,68094
272831,391484
374793,257695
111077,50208
448704,24418
158807,233716
63697,228452
200388,267643
392124,16590
101024,1548
164594,75091
339171,17305
346180,69299
349444,66678
370023,862
202079,2653
295854,81856
242474,18933
477616,427864
185121,5520
117533,129171
312862,111913
170093,12000
369947,372039
331809,404662
419703,437425
287002,28840
33783,317659
60159,37532
60014,45287
282064,48025
96348,258906
436511,10400
112578,317531
177428,189377
297076,208501
144591,143268
76441,13528
213675,28041
253711,63451
132677,28901
367361,37270
319183,199319
338644,10190
281363,33052
147387,17601
188944,91293
184306,35680
378579,322244
159878,79520
127780,135228
330865,196774
433778,179934
528341,44890
206263,205724
222610,55404
310779,12750
418010,370497
358640,14538
412299,142295
276829,72450
151703,7121
480322,528779
329546,57872
207624,254112
81589,3763
250507,142502
116203,143959
194569,8312
123150,148500
198705,110289
243367,179795
352838,350705
106696,30733
174297,193442
433188,315854
265272,115798
316452,230645
83177,26651
209865,48787
101288,37137
198688,73317
397398,117759
211606,54763
316472,229018
203750,163408
69239,27446
136292,95288
192840,217329
153456,52303
137510,74162
246908,323791
523828,496314
476893,478476
240424,29816
110025,21101
456175,446385
345473,57223
185764,59787
98295,281807
278824,297274
231188,62662
314034,88401
521678,480088
455047,425710
364976,199892
474869,403514
172864,184912
271116,9304
239376,58304
226747,132611
178276,58655
332294,139549
437899,186651
240448,92037
330029,494007
155662,154393
195573,251393
309838,6129
86003,14489
375903,271346
423042,55483
407834,6345
480595,413957
538111,31844
188801,10154
176316,172297
56428,15082
173950,209279
51992,81992
225736,156258
130253,65742
441489,111180
460736,42444
202418,123038
271042,334110
269069,86174
195470,3962
372956,77861
310817,230737
307523,91879
182968,189321
355530,102352
437086,28615
216396,3895
172859,68672
49083,179650
211408,70292
246139,130378
490129,334105
223207,160765
266422,251345
470230,150496
275976,14132
429603,316261
465607,288698
165654,29756
228290,457291
216226,32881
217868,19253
273099,9470
381117,38095
482488,466474
511602,509994
496243,479908
128722,25186
247639,64211
405641,330453
459510,420113
334141,361442
379345,372679
179875,88602
101234,58056
220615,360517
353890,214070
145676,94607
252844,3117
449120,457
328156,370494
433402,395032
324065,297492
97351,197761
123014,134654
273483,248013
88346,122653
21792,16093
57397,103508
368452,379598
252012,137619
228693,41731
109946,82903
158724,12713
207941,279242
182480,152898
200696,92282
299379,28726
72752,57422
156873,311
62182,63705
110444,32791
503283,113171
271772,585
413341,466422
215097,61918
393784,164295
289994,193105
328741,162283
278851,316253
468134,16358
144019,6583
223223,149300
279634,257292
421183,263948
236717,18848
171549,151796
441556,362931
121819,16890
133980,45686
191008,290029
174324,33920
473918,13974
319869,273290
423658,416659
199414,210309
311975,266202
278789,371375
202494,1986
151699,4451
133759,107753
57069,128070
423541,404181
70902,419426
186472,32868
309905,270873
88954,27931
417424,358403
219402,147061
250676,41665
25350,25141
271692,2645
470856,24434
523357,508919
1853,68359
388146,336359
397999,118461
170978,18957
510954,316295
303068,406420
24621,4737
161957,2753
292424,53451
390264,16533
425327,186383
310202,213308
477656,427828
429055,381907
57975,190184
218535,53703
530335,538006
302193,121199
376697,5220
147349,16585
214247,197079
60044,29479
344330,279867
352027,52718
32417,3719
168569,8105
446423,39391
362043,464404
303067,412210
467196,11755
274618,261967
163545,6578
130504,17794
213672,37168
338330,142810
470752,31385
446736,456918
129986,37052
428871,448528
353802,214063
215943,2019
478308,76543
107230,4094
302670,116411
113308,39714
174589,58622
167677,22584
369338,99903
113529,73833
79738,48896
476398,75834
468076,19250
190041,25301
147295,18927
113482,60431
289989,90181
56992,417276
346457,39889
424253,416548
369254,382543
57947,136942
174889,144685
78667,111924
468496,381963
525689,76539
296856,37803
11574,11502
351471,50877
349429,4787
274943,168112
210726,45709
195394,196266
376813,146011
419595,145626
11135,11051
162026,152184
288101,62062
236447,227041
457767,404589
