control_data,treated_data
100235,121138
195364,108894
389798,254493
110060,21137
167114,100905
141303,157698
256295,15180
487030,460460
100234,30547
186552,105107
158844,81637
69028,7804
442875,377549
114406,37853
118841,43896
361709,350717
182130,450
163230,67981
83152,2796
206006,120018
489653,430085
321821,228976
46514,19641
201658,25513
263141,156364
389844,402116
173916,72769
361672,383615
49090,32053
142937,63773
87608,80403
144961,12532
159927,2730
173968,53711
186563,49780
322136,158219
512717,503523
203009,87304
428269,231454
204518,79159
128881,7946
208516,244965
453220,269804
104118,11903
445901,279620
441159,13373
243962,35810
289723,134106
434973,25145
114467,10532
60061,41366
350610,12736
238986,12632
106105,75248
327496,34781
129803,5144
133989,38756
165557,179049
293618,90385
218933,121282
123187,70545
198063,71673
128835,2474
114376,15490
132857,120379
196673,41953
489783,478156
244455,221679
341141,300395
177606,3894
100828,19503
113486,41935
256076,211311
289350,43700
160894,40745
303069,226875
236433,12581
237574,10456
269120,24407
30793,13378
177751,1400
182952,196319
218084,80373
31966,32668
155816,265858
31030,9534
56348,32402
267814,166388
50497,47685
369299,274247
45118,49192
4753,23894
231216,62687
213916,47690
268829,25520
163796,26350
361661,359373
180215,183908
287739,66224
331797,391943
211624,54793
449017,40105
60207,42614
172867,68685
146373,316511
290516,42547
382849,265934
278725,172075
175662,64273
226050,155765
172888,98020
272959,123895
222588,23150
33791,63955
232142,69426
100206,36448
325554,38401
111475,29385
101221,51180
333302,214843
377721,40160
182455,109445
363431,281955
208519,245881
332185,155676
88078,8704
354704,142274
438179,70493
130781,35538
273232,322263
120945,53120
132109,74179
494957,474233
175385,130703
153039,71602
163131,42309
336455,31477
182823,9652
137526,117637
223219,129355
331796,238696
131495,3740
30801,13349
475519,461521
151114,3816
333704,172728
477356,457406
196724,10079
220689,179677
71960,110565
452385,448390
424239,404507
409294,83210
182078,13820
279648,253552
330694,248454
502669,231877
232397,90431
383337,138865
69200,51777
24596,125983
177448,1078
179811,108875
264792,18879
128447,5962
76495,25510
343809,393177
389074,101761
162240,32665
264967,26989
101007,54364
501770,487014
170061,73957
208882,185852
245205,145237
192177,185028
313575,111207
161501,20433
285227,22897
330923,276398
331749,101858
292228,1071
100195,30515
198579,65337
115955,128064
139532,5763
120884,76521
257463,1188
45471,81604
527110,513404
190062,10355
87605,80402
150690,157128
167681,52142
440268,172132
61380,19862
430153,41115
153272,220875
147333,163907
400510,50464
414890,10737
179574,49632
344390,235936
409211,385807
30859,133574
174912,15502
511972,307311
48602,896
241701,54224
523991,509559
167461,103487
196905,98624
207597,132897
151338,8515
63682,73611
306101,374190
322770,91676
398019,330458
110460,23730
378867,77843
292986,35529
172923,30715
351876,194338
36186,5674
78558,19189
179268,28772
378883,10833
43752,20810
174586,29453
521350,340879
527869,415869
196018,24828
147157,101399
284416,2413
255542,13256
96962,49148
140546,122821
338566,133605
179159,151783
200207,180753
267099,109077
249817,158422
520709,499492
20216,17848
40607,10856
265105,304456
139555,278958
317430,363929
226138,44656
489992,24770
50726,22020
187876,67387
200201,54735
51993,188466
273254,54369
295917,148640
90141,27726
100216,39931
524665,533177
232353,27556
423235,334127
186679,40721
147386,398098
157493,265730
126486,186042
508242,492819
96789,13891
62158,63808
194271,47629
397636,75981
492190,460480
253730,72623
271201,55230
254772,33336
325940,119109
379958,338828
72723,70363
335655,190785
412567,395286
140600,308777
456500,1539
531457,513994
330109,52205
251078,6952
171980,279621
97347,63214
252941,91014
519163,459944
276793,10797
285311,252906
87111,62957
137063,131665
236438,82188
501693,91622
207429,3406
145937,48788
278699,13807
428580,47210
493632,491248
194618,28623
156957,81
370741,166277
278468,419405
51964,31077
282864,168392
422254,377557
113483,22015
426894,15627
287488,168672
297284,21890
178142,114211
333774,52129
451469,74631
523801,479851
172576,24994
193693,113141
112668,26942
211628,66835
131984,109247
520708,352960
523464,506472
314657,94678
163333,5156
269522,150000
455009,455690
390777,477275
333928,62745
168342,54296
14959,63535
206837,33988
480228,453669
165535,57570
236898,121153
240569,7579
22209,10922
418059,133090
171491,35106
257997,1069
216673,39387
100786,24864
401137,73541
235850,156811
159054,146177
110455,23734
198560,39004
411618,245447
250479,51773
419675,412845
296190,108827
389895,398511
160960,49022
175276,44773
56254,51940
112387,65872
176321,235693
433362,291274
203111,173064
116110,8862
337658,10258
411469,7844
486489,211303
305408,24447
499734,450969
160973,20745
438402,214837
348485,236923
23218,14639
197035,381170
42784,5255
113077,14425
165696,43635
502237,458399
114484,47697
135025,266236
292043,15493
121840,10564
501018,500241
427712,201928
535703,515040
444242,125594
78592,61888
201071,179987
171184,13374
177492,2696
299004,79689
262999,446
341737,19813
229089,12970
169645,87483
226539,12682
227639,193510
383935,23349
442970,355640
238588,16347
266936,251397
148904,106147
389650,68716
483805,490851
336249,157163
231641,6329
352578,91685
297077,264397
499420,56901
260040,206635
464137,102691
289338,86728
126703,26644
341395,361420
52001,56436
117569,83933
139897,73030
139014,122927
422464,125579
214700,36904
107281,63484
238556,14715
132105,109229
342150,84438
406760,261446
182948,130375
176732,2203
467673,134127
113361,151609
212581,117305
293589,191257
189666,39028
415619,114525
312622,59021
359215,172157
408412,197952
74879,8793
258370,196122
303246,27542
289656,7759
312125,20658
232680,68383
60158,32362
343792,364825
312009,7651
50375,42408
527124,513436
76675,5027
401446,428531
409170,375609
414980,101719
113328,37135
178475,54776
217692,290026
452560,460528
79876,9412
268815,135964
487178,486937
269692,12128
233194,309251
433170,18190
477649,446383
126592,194039
291321,78758
214471,46196
303369,87675
112618,27526
119879,10535
450586,426034
288024,201783
414747,289928
18982,18095
156208,22921
310763,151753
88228,58826
52012,40463
147327,54238
162032,108609
256858,168236
429672,330460
310839,247749
389677,133789
186851,42144
265126,286061
164865,155201
182164,33621
213470,208411
85928,26791
202476,59490
264477,62280
166427,83146
256088,157630
87110,6008
287701,171305
179721,15645
372142,319787
212249,646
384739,53159
200259,141857
537055,522239
190828,95954
427096,392865
323777,80047
313046,53393
14942,24416
40583,27750
435956,14358
310838,278614
485765,88238
230318,12599
348915,45792
78502,25032
349167,17720
407708,48294
202416,1129
193815,190904
530050,532780
113582,46776
373586,49793
105904,174941
456875,131752
268857,22549
430716,433047
172694,61109
164578,51168
213349,62791
503983,373792
206251,205760
104566,27129
43354,486542
228942,1594
274106,111500
487217,455484
142264,10449
514367,496339
264833,269354
275154,39224
70874,32184
157111,21866
145898,19412
366883,267600
452292,466458
232390,317645
331465,175847
346915,107017
85944,55916
171821,90352
304058,87980
416458,168091
255940,143721
137129,56797
63656,5838
477334,424359
333777,52053
113440,60440
150110,106300
217827,83002
205146,12291
324713,36711
498695,449884
246935,416804
128754,8688
341888,98022
442909,421915
165052,134758
256349,1700
196002,70555
200276,71769
182181,5762
198558,124221
363848,5035
303456,119968
420671,141833
138967,122870
218834,210274
31928,6903
452380,448504
190935,5006
158786,3594
128267,104170
358168,113168
97905,2555
280636,221687
192944,47014
192959,94089
135838,155113
337556,245798
224144,5617
135803,124567
399227,183385
142092,33861
212328,106822
299006,84381
211674,212391
184344,65741
40599,10808
490389,456010
410084,381212
265010,149563
308199,6734
113430,41362
340143,267259
13392,30896
31187,1549
141758,7570
150265,11660
340311,156697
181837,119615
434172,379186
154264,15086
128403,62902
294137,21264
181006,9349
357666,157788
346735,282539
210762,266030
159866,236363
162922,29144
74544,42577
192519,38109
416867,437565
257459,75836
201326,160349
260270,108144
384701,477274
22179,4774
253605,158377
353923,200159
167879,72617
440671,21359
183026,37721
389062,299852
434305,198020
164430,22467
471985,510458
367721,79917
432864,383749
309014,175634
69202,20365
389766,236599
390091,240331
98444,26887
415103,71090
211646,129351
162496,227696
94435,30293
245757,234429
343807,307874
226464,54013
290735,67065
467777,44922
154267,15087
294818,192793
495228,445974
176714,152336
338228,29961
299067,387265
56657,100735
133730,7917
327698,250276
250813,112832
197044,411194
130442,132748
160988,37193
82251,69729
175441,17192
101270,65868
136315,26299
163532,162714
229622,133919
246564,66978
89181,21083
164864,54734
339327,159424
374794,249349
25348,29353
263261,3589
358160,65973
401631,119555
269141,47330
373672,223581
477572,507105
234191,3186
241955,16617
98609,52321
295496,9656
193396,28262
237581,15953
88947,23481
209934,91204
162037,298757
56671,132258
453865,295290
200262,131067
304073,88050
323563,56225
183829,293886
417049,15323
213045,15506
69025,3001
65502,301120
537018,445446
43365,8662
359814,53055
530044,523217
293202,363914
378706,30171
297932,178977
418011,345027
227775,38042
291671,279251
263813,135111
127056,66061
473030,6768
303077,445240
306436,2636
21021,21068
170212,33056
415823,367355
217941,175241
265489,178784
332877,8278
315766,124459
400099,377515
292627,169829
180665,97491
308201,6727
20044,17531
255458,132327
290421,189538
379432,132641
320023,463280
120934,14627
312586,279560
520656,489418
112588,64038
121482,15398
473544,53540
107451,157696
367477,369093
174570,196522
207631,115786
193859,45782
411535,382084
183045,38873
128840,2477
366901,224637
427132,448902
427105,462540
295989,98668
401409,408006
495268,445967
108541,133352
119834,28430
113511,70321
286222,182617
335919,381331
236448,82128
422231,422111
167821,265716
192153,31482
219408,115730
133271,62119
165486,7750
423113,31907
496463,18730
421436,2911
59482,49770
95468,38597
461679,295685
489999,106402
184387,231857
527152,87936
236720,18871
357588,700
476883,450881
364415,510428
74545,104761
178702,93872
131958,78820
481234,395160
236492,6562
231728,155671
456829,432568
280083,265861
250509,161818
332226,25424
31329,343
121609,1694
152531,160306
144784,84971
488707,383128
60063,41363
276232,31434
67448,55929
146138,50150
197423,7693
130225,59849
125899,24702
434910,25097
433987,160077
492852,493677
512945,522683
40575,3432
447625,64278
176711,7315
181824,59811
331760,372630
424733,72372
16000,1209
512870,291260
81547,267187
289353,50715
97147,19104
275802,28416
393772,6800
223746,342784
413005,424
153733,74833
48359,5972
131467,27015
362757,6633
299435,33889
372170,393705
159131,128629
74652,42
192752,33183
368705,149515
11725,75368
190827,19169
225475,3376
318333,25722
251279,86490
322228,16525
484992,304481
152448,100375
356670,8211
164527,80120
450089,465741
451688,435447
211413,157291
85606,37856
45529,107306
213138,77875
165879,101038
197869,30521
62176,63802
164243,36388
310264,204569
340134,183333
528623,218751
408620,318849
176761,71083
94482,12180
98212,207777
210120,118994
182407,35396
160909,50698
209868,48786
75476,29485
268907,91688
320334,188699
453219,433857
137117,67395
482159,32251
195742,50873
175943,97404
131501,3698
389685,167373
223196,149294
51962,41962
219406,135095
152258,143769
499025,398338
370133,287151
366245,51718
390038,66922
392397,374708
295980,38365
198556,37062
434272,368923
410459,368336
226494,83625
196598,3852
104545,22092
112924,297600
270811,11052
274949,200058
287691,169759
57771,46990
320089,63604
31946,53338
232673,288668
234159,70632
257065,61655
387454,360688
422909,345183
415415,360660
87791,57943
373127,148051
376277,153996
210555,60962
131567,20509
18334,108105
210634,58811
301333,116712
374560,334946
485893,480860
268556,95729
164616,12537
64138,133078
14958,24468
89967,5938
179347,215623
192423,66753
303091,445219
325913,320356
303061,299768
514764,173206
94419,12150
437949,121205
165416,7867
170078,262107
78523,17322
141162,87323
237290,197202
163034,20934
275768,149371
323733,8906
392435,17494
418714,5654
357133,278271
85590,73054
11126,240302
57951,6344
516621,398312
138168,290293
231836,129487
128450,5756
175935,189460
408535,14387
483998,279516
331835,373906
159056,165825
484703,458502
296225,7539
25374,87839
460394,471297
246142,130377
157114,21871
351290,244746
122390,113668
246507,227065
207614,4182
182575,21827
218717,66844
32847,88639
310218,213298
313532,88375
105985,199688
475485,453431
61273,3677
89605,297631
130977,75057
109984,77285
499026,336391
21747,16075
127452,127329
107499,153980
317397,31448
196167,30729
338173,306258
171858,154801
376293,391688
243946,193942
294731,217362
295831,398944
485380,431144
60209,143498
326855,19518
222395,111138
201320,26600
483052,17029
115048,65944
175752,123687
234536,32354
189859,36095
182457,109447
374208,196128
139539,22803
344479,161380
113293,266035
14952,4734
140074,79743
144474,55964
83920,51348
515157,461745
282157,74440
373054,91975
251232,49465
65501,91606
237983,57302
258973,271503
313582,230640
162677,83947
150044,14216
317250,5491
130115,7683
152456,97931
420926,366841
243337,46289
105260,23163
107531,108740
222209,22463
418846,30362
468508,44408
221161,60215
319943,127163
23549,100904
401626,389149
96168,51816
430792,485261
321357,36743
448052,24395
133977,51936
112948,5458
115314,161259
151321,19684
295046,324620
218505,32332
306014,175807
323043,248435
509122,20610
352624,170665
127666,87391
327946,13468
222400,297202
163897,10034
63639,6964
259456,1538
332024,13023
161008,34409
116469,69605
220630,84499
63087,74344
113537,80512
288228,100355
494212,476017
364581,63814
534800,511186
219925,151822
139290,270427
113589,45397
134764,86974
192991,251855
185085,71794
127903,40513
474540,480437
450237,236915
302922,12681
304765,77809
411919,24328
65716,1531
494898,455942
131583,92639
526383,81829
182365,141617
252127,55123
471975,488485
433686,16367
348738,55010
454212,340987
303085,226904
439043,24900
136306,26294
100425,22931
487389,336425
163228,9605
514886,398329
351218,40946
223906,32946
327486,67308
402644,193197
163111,22791
119453,29921
201580,130097
250040,193506
379846,376740
213109,1508
367158,6625
394474,38350
310825,230677
109035,58640
232691,53195
164062,177862
508249,492839
297114,87020
320309,224886
436999,334071
271212,191401
258040,91591
171573,148187
182113,425
394749,177374
329103,274295
91451,239269
122214,17388
163353,132446
207643,264419
112378,146055
488098,341035
278966,168277
20901,30897
280818,300445
341112,29377
419672,412848
185696,134094
442878,381882
387814,34000
394361,21426
208207,22551
152100,305010
136310,152349
105996,127528
22639,3771
68658,17409
335300,103998
191638,155681
361665,350693
287361,133818
179381,248253
219846,235316
523820,501415
192419,54768
504859,138781
477625,476971
175136,74841
382772,17530
361220,90690
339765,269
297278,88659
1749,620
241228,79111
341648,61763
285786,262577
140927,270440
22210,149408
98106,25288
278905,260726
377640,373871
230534,29866
52016,56480
216972,72669
402309,276348
216165,35393
422357,115834
450330,298770
45123,19371
497676,462690
237932,8615
269192,29150
107725,96660
291405,432880
183867,300
303116,406005
117466,54308
156469,68930
473141,172213
132684,9264
155790,40534
198698,300557
128443,99273
484213,450946
369121,111134
323939,44221
165566,54742
454782,16174
215316,42025
254421,41648
100329,172055
368542,181794
351445,9274
302671,217278
475551,514996
296951,287166
145664,164500
139001,110699
220654,65942
230595,66281
214939,85435
409869,457010
100236,59624
515781,473495
264824,6154
48603,7999
68664,53497
433172,18187
341687,60266
423649,395037
40595,7390
128772,28198
168968,65021
186368,217348
233206,44190
300029,94766
331765,453622
65494,287382
14957,4704
146648,45233
498787,54548
487881,466420
310765,151750
368650,195983
393867,68087
164631,34596
271416,172146
402209,221324
233190,4410
30869,10214
62839,14135
31309,12206
461930,262533
166424,106935
204886,70494
522408,14375
377688,299847
372573,91678
488075,407976
62189,67394
159669,168794
517956,449911
398350,90177
241901,285945
149483,32649
35758,71488
462029,10507
253488,97742
327735,36818
423663,448060
328028,54598
223506,14061
22222,32693
8141,22472
107274,24386
287374,247772
396770,440954
429551,316255
208865,185827
313032,57179
481911,503056
162491,32805
451220,118982
322073,11218
63640,97716
519294,488435
18580,185642
136043,147980
232304,28479
351352,254886
24628,235383
180232,263871
368861,34082
199526,27273
203110,173060
224932,212004
455045,454389
195093,26214
232294,317484
489521,11266
293204,21250
147430,105136
310793,324942
42767,2301
164173,109635
494560,370310
431579,299791
268622,49347
69038,145604
400139,200973
250402,177148
406757,261447
166823,10911
516230,336402
197452,162104
263987,234679
107457,172256
369008,412255
160622,15235
224953,148505
153057,71627
100693,13862
250497,127585
218072,19162
460406,413941
128590,6679
443957,404412
361515,102023
365542,466046
131656,12152
230555,37806
363533,230696
216613,81142
397338,405277
459328,214563
494670,341003
493225,372703
119025,28669
252453,10545
382878,437316
60074,32374
443212,331046
107229,39598
227193,25747
197369,116002
165419,7872
530664,510581
258164,91633
361194,147994
438216,8636
110162,30205
54514,367889
120857,41714
424235,534116
88064,8709
229747,118563
535053,382132
475900,444551
18900,5725
30821,13369
302201,139745
352783,343319
370100,343209
87613,3710
160395,36092
501283,527039
153076,142498
165759,194788
441697,444556
320336,121177
530337,509539
107478,127550
113448,46136
246144,204439
105983,108394
107458,177822
188048,20793
286264,78470
230429,130395
135789,10585
131517,80370
347436,12172
471995,489381
532996,45771
322304,26620
282158,90049
78550,103818
406668,409487
101290,82471
113327,75014
247165,46208
140213,106963
441894,48368
452406,379718
101286,114028
131889,98793
168049,155693
190713,256016
74547,84758
11603,11677
476838,24962
49838,21997
117491,297671
67484,56098
246892,316117
218410,226299
347993,234428
500682,194041
302612,9046
521024,532315
151519,2626
370119,91553
230164,171952
479946,456571
94433,3298
118903,5912
196931,83964
188730,6207
281038,133536
259994,41703
247612,8000
509111,26975
257025,241162
320813,17920
174903,5143
218311,246830
262853,5004
182733,106527
422222,399989
454158,370526
67440,57465
180433,169389
303052,378396
152554,6467
296975,135319
423515,50444
397350,404161
164290,49794
65702,27974
112878,31349
398415,50063
245512,419464
343625,179941
189385,34151
226824,5691
528546,509571
197016,334117
535601,524757
271682,169447
60007,35287
209835,39982
218545,26496
87611,19157
412484,142288
120237,80315
50740,31859
140262,6211
130175,143927
349437,160357
359011,371745
306042,76003
160386,114289
275432,34824
362708,37969
439671,395214
484183,451944
262693,14655
217066,127609
436884,19623
336248,10743
377668,383868
303117,226900
292615,91273
203044,124384
300954,71458
327868,88651
250522,71723
437082,340445
380957,337920
188207,279084
258364,81812
40984,22359
111858,23927
232217,69450
367496,196101
245748,267823
177257,64420
376981,267315
352790,340115
171176,417229
99597,43545
288765,285398
100255,135574
240910,91049
128797,2300
318069,149441
363312,173438
236722,18868
331983,172731
388006,393426
338560,31753
259762,127584
253326,35101
387471,57908
101160,22804
248154,14455
81532,245004
165018,6670
100253,8544
253120,300597
314908,411173
353801,377894
79874,50070
299162,318568
370204,6992
248168,14511
197041,411195
357216,395040
226482,65979
329077,234443
164423,2646
376502,169878
434164,196134
126492,37999
307102,82667
198667,8842
120852,181775
223374,99291
428248,49915
88142,95814
61373,173283
265161,17845
119400,33484
505013,496006
163792,26349
505848,448512
120415,22552
213872,1658
284242,74619
273608,85805
330535,4536
260905,151495
170202,6684
320229,48772
53869,38649
259137,65980
132528,28861
314048,31117
328695,33613
446785,403115
7471,31000
196236,4997
487374,479799
113542,70927
156521,14490
144485,64428
146135,109536
201451,33072
317021,14145
279976,10452
127109,106941
144030,87418
230154,74779
485506,383500
497738,299731
271734,117341
35764,71496
389084,375756
148876,12428
443157,463903
229545,90886
417824,53124
256947,40125
274653,200106
65496,91616
491541,43124
101022,92536
192837,5484
420902,372086
436822,430320
63908,309375
145782,12427
317953,290989
275338,451
192149,137328
271680,220811
206007,67691
375670,412199
65479,226294
405100,214877
441718,434671
252468,10024
222950,143928
177465,60799
128897,4438
241311,152899
224439,235885
240450,92032
129800,41395
163156,22835
524081,449861
111567,70516
227816,54129
158448,162427
376295,319791
160662,41323
65779,3793
192486,28423
76258,20023
292600,91343
242386,59788
520475,511189
199386,328318
401396,461256
89991,23495
143391,15363
156207,22920
452148,4322
164866,71727
478783,427446
96381,45646
122972,151771
190035,25266
294664,8545
304182,319789
363739,20347
182724,102708
219444,36654
192150,31483
171175,7687
300936,74209
358351,443861
122976,51166
375673,44411
68553,72971
97624,56980
497727,398686
72298,1225
369003,451351
267156,3795
314039,88397
153468,52315
234126,176435
472978,433059
130845,32718
166651,129279
390737,388411
247674,43967
206841,117046
208549,8414
185145,19366
461119,38101
236913,62733
54950,24444
35301,169953
217659,53895
418387,70471
97879,62201
255193,44920
283737,49414
33085,23710
168154,165827
365141,318401
166927,74809
188868,69876
194557,8222
384729,33231
98441,60369
316480,230735
97353,197756
363493,230736
67546,50320
164307,61667
490336,126422
303916,195291
125537,29688
363683,355127
223367,71114
271134,212625
413757,375533
130713,28761
446068,192791
63679,111873
232196,59205
526526,57520
317800,148193
462044,15359
275343,41198
172517,17067
369304,382550
146532,80123
465553,391470
247650,14818
263256,3656
418555,248420
110450,41199
330695,126595
96385,14707
187590,72022
222863,71530
249184,17468
310529,69380
250626,35485
297125,45788
381615,288470
155083,123711
89926,4628
489069,486882
534664,535682
39085,335883
299671,172136
168969,8012
163654,122309
115067,114001
88921,257649
489638,405711
101268,107815
104575,22072
394350,422025
484193,498435
204154,20131
246033,157822
332069,98761
376966,245476
397543,71720
120591,26242
198310,14139
491585,57895
282331,177688
363451,318835
445196,185021
188815,15957
424433,345031
169472,8582
352396,214523
63700,73583
295839,81816
427129,472636
180590,19285
534083,504545
136020,56858
135001,105928
151328,203359
231298,55290
403912,392516
81568,3774
323659,48722
294048,279217
271648,118402
353352,248458
427121,462545
60033,26364
302146,8281
328826,391551
380473,254640
40617,7399
459509,533179
21024,20972
282925,328334
246884,318832
319868,91611
405039,20960
111556,246626
114431,1654
55347,187787
121616,1637
465055,458765
195345,9956
222045,41715
283531,80276
60093,159168
253396,191580
342178,16938
64843,21680
97883,26269
344939,84592
530766,504633
100699,13844
242156,4696
184859,38167
385422,534146
213149,21611
392074,9873
96398,15910
278535,239965
450615,345039
490163,448403
180211,23156
284525,40544
310192,247304
127484,266201
329398,111024
248963,225553
206340,87556
112320,17412
239446,58241
399969,336084
409871,450778
430767,492940
192439,79373
487236,496995
400311,406939
366925,326091
35292,20923
63922,97807
179331,182692
121672,1299
212296,432881
306417,60578
74554,26387
150838,69303
113779,18198
171483,35066
266597,212853
185109,83553
141351,43470
160864,86719
339691,26151
251268,37367
421444,2943
382044,13760
76683,25305
481257,444361
473260,66703
426221,25130
107546,463204
54349,72765
49081,3924
141304,114176
331793,399353
358165,374680
59569,67414
454657,120615
67428,56007
121823,16878
178140,218018
366985,10515
44709,19706
134720,77233
145921,33849
229767,174012
120930,17011
438352,12181
339849,128349
181000,176848
229097,13679
221661,85003
310510,63019
517931,478046
422448,308306
158489,45249
274464,170896
309953,273412
273993,152063
452999,88986
519032,15334
163859,16272
262675,54723
73552,308298
262435,23745
179820,103554
16064,111511
428579,44795
56655,144699
180193,42443
359009,371756
372826,270065
453742,453850
278489,25955
452340,448444
178291,77058
78674,140773
260089,26266
423530,373844
98225,4528
142094,132307
128873,5251
146755,3442
461862,14214
173566,55411
43751,2424
69281,70252
216755,305096
60115,42582
338111,171265
60002,50784
122987,130312
110453,113019
61375,33733
193630,21579
246930,293514
219626,172406
175532,102603
446427,39379
232725,23897
368513,460524
133978,58421
119030,4292
428870,379525
163341,136388
163805,105755
22224,266303
273646,144919
320321,224876
180141,4480
134129,403748
529742,471292
493050,437162
237500,151057
135990,216511
271999,28782
494463,473632
322833,18883
483053,17023
354667,53468
306098,150627
247670,3203
252580,71555
18302,61622
136803,95107
338628,15729
342158,146004
253473,11234
385144,35835
452319,15186
170161,143547
273481,77847
431866,43177
503990,413951
108103,300761
510514,431221
410866,128184
441113,131781
261251,12670
214244,49640
130745,19549
158789,5970
488077,340861
68550,124595
372475,293488
280255,271429
410125,345034
424979,252761
163046,11906
74562,41902
102789,15198
413802,125855
136277,65963
166664,67877
493409,41682
115047,99015
340200,201978
232607,5851
384897,64200
130500,17624
517324,106275
193860,171143
97887,33259
223530,71753
187562,2191
185111,98472
514375,501421
51999,7245
302830,35166
187826,165781
101905,57114
378794,248229
440392,10490
140742,44090
227886,189130
262490,66649
206398,109149
197025,197913
516599,513408
226681,23003
494196,398308
132062,70967
182829,83258
151698,9920
165761,71994
79871,78421
298856,223590
277217,4779
250817,74009
182743,180239
326043,133802
337428,455692
380953,337887
310516,63027
88161,46821
227256,71391
473024,42207
45132,19413
231220,72379
287703,230986
282577,192780
294749,212875
354670,47618
302246,139760
269658,24183
250789,661
197033,312060
278895,403105
530834,425570
192855,13317
225519,96624
348828,160304
447513,33038
97896,26881
187901,143054
159676,196414
474621,10877
484975,494043
290943,155109
207146,158195
256314,268
446755,404410
145134,15831
247396,139597
230092,216510
207615,160336
465031,430986
481484,10213
19889,33225
387813,70748
497763,459551
410069,448541
335745,55412
182518,31421
234156,176385
151527,218389
160394,263927
292632,178988
407860,148054
467197,75364
241954,87922
128724,143736
283567,21599
460619,25808
281035,38664
430772,492910
329946,51233
355520,102394
158598,221626
29623,230349
118853,5882
184295,200948
295491,61190
183834,65110
194554,29724
312776,80790
367534,60961
94459,91185
101226,124398
445424,17414
118812,27923
321507,279623
129982,41068
217780,216137
166074,25595
404027,395716
88163,219731
441150,225383
39118,1200
61282,3664
444481,76463
282882,142356
180424,81468
80701,43279
377651,373853
415851,16548
136333,28178
433426,425984
181208,360535
52028,2161
16413,98705
154293,15113
51806,64572
256241,221673
381587,232065
96979,19341
182101,93094
471479,17139
299705,145279
180981,517068
313685,51688
316710,78098
402641,205388
59183,28666
345137,264395
118797,111884
408551,16591
142518,4611
97618,197680
267547,355940
277273,84310
175667,14805
397391,115626
207150,123469
332488,454430
99606,426676
370433,68525
430802,485315
211002,37822
207630,287815
57708,78809
192463,86084
23560,25719
186730,69343
454283,416647
54932,29691
425393,85956
323945,44209
450464,279853
390234,16563
63683,5848
60139,35247
503977,497370
109928,16823
434314,499361
239985,21610
274809,9426
5056,358595
257819,98018
126537,59414
509318,420107
354215,265806
394465,49544
492848,493459
377147,101861
217904,36712
82276,38897
154312,15058
107480,197106
385064,16500
43395,77074
357982,175510
299433,167706
171901,66560
337476,11868
18803,13932
355510,146805
87800,195973
260798,3707
512920,291278
535592,519735
185761,59816
383116,99257
275527,119010
187864,71658
357745,8239
57987,8371
241907,210335
442637,26095
115868,38872
193265,64625
372949,357531
271019,74208
287705,148160
179509,80767
69230,51765
483822,430090
138975,207658
230384,8641
127441,151633
128438,6022
50491,27535
259475,236824
294934,28655
362061,334084
353229,336061
281144,165912
394459,166802
157105,21846
157275,15841
483957,484787
158110,109260
149479,1182
192176,211744
186568,105120
251257,49479
69015,17437
426772,247815
32856,18267
352167,97966
20118,17948
184832,237718
42216,22798
195410,79860
328707,147832
510787,500188
42750,4423
257552,103419
178469,135510
172716,42303
271044,334109
393946,290295
330532,181802
358790,115750
386333,222322
118884,118671
353628,77106
151414,35266
424970,252809
527884,425779
283730,50183
110055,125268
30965,50573
56349,32404
118528,124112
30849,2857
362764,60429
115948,16088
528631,532560
153416,315838
511573,9333
75414,53771
460005,42807
106451,78398
30963,416037
260170,173188
531347,507826
148873,2795
107446,274866
279940,49324
486076,142665
289705,15472
415648,43870
240899,11964
272821,353
270501,12605
278800,77873
349563,127131
168533,110924
180585,6808
227432,102333
203002,116299
60153,26448
299177,139822
257530,168065
468537,97642
245747,400652
426159,52067
293442,90174
395849,3044
156875,310
184600,83733
266933,74198
190528,24347
158911,6958
52017,4901
104708,30981
171369,14083
365065,384559
310835,167401
309572,267227
378700,9504
123134,57316
337430,492092
436687,17800
373664,248264
40866,32722
169250,75236
121406,108326
300257,207916
439214,197089
435176,229363
246036,236995
289386,281979
407931,92620
392327,486543
216252,9033
205195,11256
180544,902
401429,334095
407757,48302
353020,211776
294424,13063
295992,38359
310204,225574
451714,507123
496815,507093
314474,26157
248954,264073
253520,88561
210794,340479
94428,19417
171212,94928
153728,115277
369267,133814
212999,95712
109561,104036
281123,221787
400508,30190
54355,47861
438594,204712
514865,476925
214332,18724
273225,234370
210252,69431
332160,184331
148989,22055
107533,108741
485907,480900
213053,4269
98616,121934
42759,35439
196726,6249
375924,157625
455011,454411
159497,493987
212966,2580
18981,14127
136297,389
490181,392879
234820,155722
242153,4699
516750,492829
479662,395717
377671,232063
132831,162074
452887,34814
331501,14334
266516,263928
445630,61723
137667,1884
409137,451084
457563,30531
88557,14180
94486,92337
158773,22918
31930,32170
164863,202686
313013,11041
144020,70361
62844,15292
450085,295294
190619,15819
307100,95783
176112,17275
287711,1107
349824,25241
244845,18760
85912,46620
226483,83688
40864,2153
360798,28618
445578,416116
45147,19668
387990,186668
118811,21176
87609,80405
162035,46773
151101,145397
516050,334104
340170,115833
299376,10609
320187,275052
425275,458576
369938,453623
536030,41810
270708,173730
292437,344728
187750,65520
98167,207831
94243,29896
395865,19955
471989,455662
501964,24932
358979,223597
286316,209596
232256,36418
